text,text_en,cmp_code,eu_code,party_id,year,sentence_id,cmp_code_clean,frame (Abbie and Dee),frame(Mo and Sam),agreement_column
Zuwanderung von EU-Ausländern in unsere Sozialsysteme begrenzen,Limit immigration of EU foreigners into our social systems,H,,41953,2021,41953_2021_84094,H,economic,economic,1
BÜNDNIS 90/DIE GRÜNEN lehnen die Ausgrenzung ausländischer StudentInnen durch die Verschärfung des Ausländerrechts ab,Alliance 90/The Greens reject the exclusion of foreign students through the tightening of immigration law,706.0,,41113,1998,41113_1998_8261,706,humanitarian,humanitarian,1
"Wir wollen einen kostenfreien Zugang zu Bildungsangeboten für alle Altersgruppen sicherstellen, insbesondere müssen Geflüchtete viel schneller Sprachkurse angeboten bekommen.","We want to ensure free access to educational opportunities for all age groups; in particular, refugees must be offered language courses much more quickly.",607.2,,41912,2025,41912_2025_24137,607.2,cultural,cultural,1
"Wir wollen die willkürliche Regelung, sich zwischen zwei Pässen entscheiden zu müssen, gänzlich abschaffen und das Verbot der Mehrstaatigkeit aus dem Staatsangehörigkeitengesetz streichen.",We want to completely abolish the arbitrary rule of having to choose between two passports and remove the ban on multiple nationality from the Nationality Act.,607.2,,41113,2017,41113_2017_57996,607.2,cultural,economic,0
Die Integration der Zuwanderer ist nicht zum Nulltarif zu haben.,The integration of immigrants does not come for free.,608.0,,41521,2002,41521_2002_53621,608,economic,economic,1
Weiterhin werden wir folgende Maßnahmen unter Beachtung rechtsstaatlicher Standards umsetzen: Einrichtung von Gewahrsamszentren an der Grenze zur Sicherstellung aufenthaltsbeendender Maßnahmen,We will also implement the following measures in compliance with the rule of law: Establishment of detention centers at the border to ensure that measures are taken to terminate residence,601.2,,41953,2025,41953_2025_1222,601.2,security,security,1
"Auch können Staaten nicht als sicheres Drittland gelten, wenn sie keinen vollständigen Schutz durch die Genfer Flüchtlingskonvention gewährleisten.",Nor can states be considered safe third countries if they do not guarantee full protection under the Geneva Refugee Convention.,201.0,,41113,2009,41113_2009_5520,201,humanitarian,humanitarian,1
Zusätzlich soll die Europäische Union ein Impfkontingent für Geflüchtete einrichten.,"In addition, the European Union should establish a vaccination quota for refugees.",503,,41320,2021,41320_2021_64462,503,security,security,1
Eine solidarische Einwanderungsgesellschaft,An immigration society based on solidarity,H,,41223,2021,41223_2021_39912,H,humanitarian,humanitarian,1
Vor jeglicher weiterer außereuropäischer Fachkräfteeinwanderung werden wir zunächst die heimischen Potenziale ausschöpfen.,"Before any further immigration of skilled workers from outside Europe, we will first exploit domestic potential.",601.2,,41953,2025,41953_2025_1357,601.2,economic,economic,1
Deshalb werden wir die temporäre Aussetzung des Familiennachzugs nicht verlängern.,"Therefore, we will not extend the temporary suspension of family reunification.",602.2,,41320,2017,41320_2017_10835,602.2,humanitarian,humanitarian,1
"Stattdessen werden wir uns – analog zu Dänemark – im Rahmen eines „Opt-Outs“ nicht länger an der gemeinsamen Politik der EU im Bereich Asyl, subsidiärer Schutz und vorübergehender Schutz beteiligen.","Instead, as in Denmark, we will no longer participate in the EU's common policy on asylum, subsidiary protection and temporary protection as part of an opt-out.",110,,41953,2025,41953_2025_1218,110,neutral,neutral,1
"Dringend notwendig wäre dagegen, friedliche Konfliktlösungen zu stärken und die Ursachen von Flucht und Vertreibung zu bekämpfen: einen ungerechten Welthandel und den globalen Kapitalismus.","What is urgently needed, on the other hand, is to strengthen peaceful conflict resolution and to fight the causes of flight and displacement: unjust world trade and global capitalism.",103.2,,41223,2017,41223_2017_78966,103.2,security,security,1
Wir fordern für Geflüchtete und andere Studierende eine unbürokratische Anerkennung von Abschlüssen und einen vereinfachten Zugang zum Studium.,We demand unbureaucratic recognition of qualifications and simplified access to studies for refugees and other students.,506,,41223,2025,41223_2025_71958,506,humanitarian,humanitarian,1
Schutz für verfolgte Flüchtlinge,Protection for persecuted refugees,,,41113,2009,41113_2009_5501,,humanitarian,humanitarian,1
"Denn wir sind überzeugt: Wir haben bessere Chancen, ein wirtschaftlich erfolgreiches Land zu bleiben, wenn Frauen und Männer, Jüngere und Ältere, Einheimische und Zugewanderte ihre Kompetenzen und Fähigkeiten gleichermaßen in den Betrieben einbringen.","Because we are convinced that we have a better chance of remaining an economically successful country if women and men, younger and older people, natives and immigrants alike contribute their skills and abilities to the companies.",503.0,,41521,2013,41521_2013_75850,503,economic,economic,1
"Um Ausbeutung zurückzudrängen, müssen Beschäftigte in Privathaushalten ohne Arbeits- und Aufenthaltsrecht die Möglichkeit einer Legalisierung erhalten.","In order to reduce exploitation, workers in private households without the right to work and reside must be given the opportunity to legalize.",701,,41223,2021,41223_2021_36892,701,economic,humanitarian,0
Politisch Verfolgte sollen in der EU Zuflucht finden und der Visumszwang abgeschafft werden.,Politically persecuted persons should find refuge in the EU and the visa requirement should be abolished.,201.2,,41113,2017,41113_2017_57390,201.2,humanitarian,humanitarian,1
Asylverfahren werden grundsätzlich weiterhin auf europäischem Boden durchgeführt.,Asylum procedures will in principle continue to be conducted on European soil.,605.1,,41320,2017,41320_2017_10805,605.1,neutral,neutral,1
Nach Saldierung der Einwanderungen mit den Auswanderungen im selben Zeitraum verbleibt immer noch ein Einwohnerzuwachs von etwa 5 Millionen Menschen.,"After netting out immigration and emigration in the same period, there is still a population increase of around 5 million people.",601.2,,41953,2025,41953_2025_1302,601.2,neutral,neutral,1
"Länder, Regionen und Städte, die bereit sind, mehr Geflüchtete aufzunehmen und adäquat unterzubringen und zu versorgen, werden mit EU-Mitteln finanziell unterstützt.","Countries, regions and cities that are prepared to take in more refugees and provide them with adequate accommodation and care will receive financial support from EU funds.",201.2,,41223,2025,41223_2025_72472,201.2,economic,economic,1
"Wir wollen ein großes Demokratiepaket für Deutschland, indem wir das Einwanderungsland gestalten,","We want a major democracy package for Germany by shaping the country of immigration,",202.0,,41113,2002,41113_2002_67294,202,cultural,cultural,1
"Wir stehen für eine Flüchtlingspolitik, die auf der Genfer Flüchtlingskonvention und der Europäischen Menschenrechtskonvention beruht.",We stand for a refugee policy based on the Geneva Refugee Convention and the European Convention on Human Rights.,201.0,,41113,2009,41113_2009_5517,201,humanitarian,humanitarian,1
Das betrifft die Produktion und den Export von Waffen – und die Militarisierung der Außengrenzen:,This concerns the production and export of arms - and the militarization of external borders:,105.0,,41223,2013,41223_2013_96063,105,security,security,1
"Weitere politische Gruppen und Internetportale betreiben ihr Geschäft mit dem populistischen Schüren von Ängsten vor „Überfremdung“, mit Islamfeindlichkeit, Antisemitismus, sozialdarwinistischen Thesen, Transphobie, Homophobie oder der Diffamierung alternativer Jugendkulturen.","Other political groups and Internet portals do business with the populist stoking of fears of ""foreign infiltration,"" with Islamophobia, anti-Semitism, Social Darwinist theories, transphobia, homophobia, or the defamation of alternative youth cultures.",602.0,,41113,2013,41113_2013_34267,602,cultural,security,0
Die Einbürgerung muss wieder erleichtert werden.,Naturalization must be made easier again.,607.0,,41223,2009,41223_2009_73507,607,cultural,economic,0
"Auch muss die Förderung deutscher Sprachkenntnisse, bei deutschen genauso wie bei ausländischen Kindern, integraler Bestandteil der Vorschulerziehung werden.","The promotion of German language skills, for both German and foreign children, must also become an integral part of preschool education.",506.0,,41420,2002,41420_2002_100432,506,cultural,cultural,1
"Das Ausländerzentralregister ist zum Instrument der Totalerfassung geworden, das Zugriff auf nahezu sämtliche persönliche Daten zahlreicher Behörden erlaubt.","The Central Register of Foreigners has become an instrument of total registration, allowing access to almost all personal data of numerous authorities.",201.1,,41223,2021,41223_2021_39426,201.1,neutral,neutral,1
"Sie sollen außerdem grundsätzlich allen Asylbewerberinnen und Asylbewerbern sowie Geduldeten offenstehen, sofern nicht von vornherein klar ist, dass sie nicht in Deutschland bleiben.","They should also be open to all asylum seekers and tolerated persons, unless it is clear from the outset that they will not remain in Germany.",607.2,,41320,2017,41320_2017_11110,607.2,humanitarian,humanitarian,1
"Die Abwanderung junger, gut ausgebildeter und leistungsorientierter Menschen aus den neuen in die alten Länder ist seit 1998 dramatisch gestiegen.","The migration of young, well-educated and performance-oriented people from the new to the old states has increased dramatically since 1998.",606.0,,41521,2002,41521_2002_52913,606,economic,economic,1
Vertriebene und Aussiedler wertschätzen,Valuing displaced persons and ethnic Germans,H,,41521,2021,41521_2021_17147,H,cultural,cultural,1
"Migrationsabkommen mit Herkunfts- und Transitstaaten, die vor allem der Abschottung Europas und erleichterten Abschiebungen dienen sollen, lehnen wir ab.",We reject migration agreements with countries of origin and transit states that are primarily intended to seal off Europe and facilitate deportations.,201.2,,41223,2025,41223_2025_72509,201.2,security,security,1
"Asylanerkennung führt derzeit zu einer sofortigen Gleichstellung in allen sozialen Sicherungssystemen, ohne jede vorangegangene Eigenleistung.","Recognition of asylum currently leads to immediate equality in all social security systems, without any prior personal contribution.",505,,41953,2025,41953_2025_1256,505,economic,economic,1
Wir werden ver-bindliche Zielvorgaben zur Erhöhung des Anteils der Beschäftigten mit Migrationshintergrund und Maßnahmen zur interkulturellen Öffnung festlegen.,We will set binding targets for increasing the proportion of employees with an immigrant background and measures for intercultural opening.,503.0,,41113,2013,41113_2013_34404,503,cultural,cultural,1
Die europäische Flüchtlings- und Asylpolitik muss auf der Achtung der Menschenrechte beruhen und die Bestimmungen der Genfer Flüchtlingskonvention sowie der UN-Kinderrechtskonvention respektieren.,European refugee and asylum policy must be based on respect for human rights and respect the provisions of the Geneva Refugee Convention and the UN Convention on the Rights of the Child.,201.0,,41952,2013,41952_2013_89775,201,humanitarian,humanitarian,1
Deutschland ist ein Einwanderungsland.,Germany is a country of immigration.,607.0,,41113,2002,41113_2002_67300,607,cultural,cultural,1
"14. Ausnahmslose Abschiebung von Gefährdern und Straftätern, auch nach Afghanistan, Irak und Syrien.","14. deportation of dangerous persons and criminals without exception, including to Afghanistan, Iraq and Syria.",605.1,,41953,2021,41953_2021_83858,605.1,security,security,1
"Im übrigen kann es nicht richtig sein, daß Entwicklungsländer, die völkerrechtlich verpflichtet sind, ihre in Deutschland straffällig gewordenen Staatsbürger wieder aufzunehmen, sich permanent dieser Verantwortung entziehen, gleichzeitig aber deutsche Entwicklungshilfe erwarten","be refrained from Furthermore, it cannot be right that developing countries, which are obligated under international law to readmit their citizens who have committed crimes in Germany, permanently shirk this responsibility while at the same time expecting German development aid",109.0,,41420,1998,41420_1998_51668,109,security,security,1
Wir wollen einen Anspruch auf eine unabhängige Anhörungsvorbereitung und Rechtsberatung für Asylsuchende schaffen.,We want to create a right to independent hearing preparation and legal counsel for asylum seekers.,201.2,,41223,2017,41223_2017_82589,201.2,humanitarian,humanitarian,1
Dazu gehört die Abschaffung der Grenzkontrollen.,This includes the abolition of border controls.,107,,41912,2025,41912_2025_23288,107,security,security,1
"Wir erwarten zugleich von ausländischen Mitbürgern, dass sie sich integrieren wollen.","At the same time, we expect foreign citizens to want to integrate.",608.0,,41521,2002,41521_2002_53624,608,cultural,cultural,1
"Für die Arbeit von migrantischen Haushaltshilfen und Betreuungskräften wollen wir einen gesetzlichen Rahmen entwickeln, der Rechte und Pflichten für beide Seiten (Pflegehaushalt und Carebeschäftigte) definiert.","For the work of migrant domestic helpers and care workers, we want to develop a legal framework that defines rights and obligations for both sides (care household and care worker).",504,,41113,2021,41113_2021_92391,504,economic,economic,1
"Wir unterstützen die europäischen Initiativen, die die strukturellen Probleme beim Menschenrechtsschutz bei den Grenzkontrollen mit strukturellen Veränderungen beheben wollen.",We support the European initiatives that seek to address the structural problems in human rights protection at border controls with structural changes.,201.2,,41113,2021,41113_2021_94285,201.2,neutral,neutral,1
Einbürgerung erleichtern;,Facilitate naturalization;,607.0,,41223,2009,41223_2009_73526,607,cultural,cultural,1
Leitgedanken bei jeder Form von Zuwanderung müssen die Integrationsfähigkeit und Integrationswilligkeit von Migranten sein sowie die Integrationsmöglichkeiten der Aufnahmegesellschaft und ihres Staates.,"The guiding principles for any form of immigration must be the ability and willingness of migrants to integrate, as well as the integration possibilities of the host society and its state.",608.2,,41953,2025,41953_2025_1298,608.2,cultural,cultural,1
"Wir wollen Einwanderer in ihrem Mut stärken, in Deutschland ihre Heimat zu finden,",We want to strengthen immigrants in their courage to find their home in Germany,705.0,,41320,2009,41320_2009_55233,705,cultural,cultural,1
Besondere Aufmerksamkeit verlangt die Bekämpfung steigender Kriminalität in den grenznahen Regionen zu Polen und Tschechien – vor allem der Menschen-und Drogenhandel sowie Kfz-und andere Diebstähle.,The fight against rising crime in the regions close to the Polish and Czech borders requires particular attention - especially human and drug trafficking as well as vehicle and other thefts.,605.0,,41521,2013,41521_2013_77136,605,security,security,1
"Wir wollen Asylverfahren künftig zügiger binnen weniger Wochen durchführen, damit lange Wartezeiten für Asylsuchende ein Ende haben.","In the future, we want to carry out asylum procedures more quickly within a few weeks so that long waiting times for asylum seekers come to an end.",303,,41113,2017,41113_2017_57876,303,humanitarian,humanitarian,1
Flüchtlinge aus Seenot rettet,"rescues refugees from distress at sea,",705.0,,41113,2013,41113_2013_35632,705,humanitarian,humanitarian,1
ein eigenständiges Aufenthaltsrecht ab dem ersten Tag der Ehe,an independent right of residence from the first day of the marriage,706.0,,41223,2009,41223_2009_73984,706,humanitarian,humanitarian,1
"Um faire Chancen und Grundlagen in einem Asylverfahren zu schaffen, muss sichergestellt werden, dass sowohl genügend Zeit als auch eine ausreichende Anzahl an qualifizierten Mitarbeiterinnen und Mitarbeitern vorhanden ist.","In order to create fair opportunities and foundations in an asylum process, it is necessary to ensure that there is both sufficient time and a sufficient number of qualified staff.",303.0,,41952,2013,41952_2013_88206,303,humanitarian,neutral,0
"Abschiebung ist ein staatliches Mittel, welches nur mit Hilfe von Zwangsmaßnahmen durchgeführt werden kann, die mit den Grundrechten und Menschenrechten in Konflikt stehen und einer demokratischen Gesellschaft unwürdig sind.",Deportation is a state tool that can only be carried out with the help of coercive measures that conflict with fundamental rights and human rights and are unworthy of a democratic society.,201.0,,41952,2013,41952_2013_88213,201,humanitarian,humanitarian,1
Minderjährige unbegleitete Flüchtlinge bedürfen eines besonderen Schutzes.,Minor unaccompanied refugees need special protection.,705.0,,41113,2013,41113_2013_34645,705,humanitarian,humanitarian,1
"Bis dahin fordern wir zumindest die Einhaltung menschenrechtlicher Standards, keine Inhaftierung besonders Schutzbedürftiger, die Trennung von Strafhaft und Zivilhaft und die Begrenzung der Abschiebehaft auf einen so kurzen Zeitraum wie möglich, aber maximal sechs Monate.","Until then, we demand at least compliance with human rights standards, no detention of persons in particular need of protection, separation of criminal detention and civil detention, and limitation of detention pending deportation to as short a period as possible, but no more than six months.",201.0,,41113,2009,41113_2009_5547,201,security,humanitarian,0
Wir wollen den Zugang zum Wahlrecht durch eine Einbürgerungsoffensive erleichtern.,We want to facilitate access to the right to vote through a naturalization offensive.,202.0,,41113,2013,41113_2013_34161,202,cultural,cultural,1
"Die von der großen Koalition beschlossene Bleiberechtsregelung wird dem nicht gerecht, weil sie zu viele Ausschlussgründe sowie kleinliche bürokratische Bedingungen enthält, die von den meisten Geduldeten nicht erfüllt werden können.",The right to stay regulation adopted by the grand coalition does not do justice to this because it contains too many grounds for exclusion as well as petty bureaucratic conditions that cannot be met by most tolerated persons.,305.0,,41113,2009,41113_2009_5535,305,humanitarian,humanitarian,1
Zurückweisung von Asylsuchenden bei Einreise an der Grenze gemäß Art. 16a Abs. 2 S. 1 GG,Rejection of asylum seekers upon entry at the border in accordance with Article 16a (2) sentence 1 of the Basic Law,601.2,,41953,2021,41953_2021_83824,601.2,security,security,1
"Deshalb wollen wir die Möglichkeiten des europäischen Asylrechts nutzen, um ein neues Konzept der sicheren Herkunftsstaaten, den „kleinen“ sicheren Herkunftsstaat, zu schaffen.","That is why we want to use the possibilities offered by European asylum law to create a new concept of safe countries of origin, the ""small"" safe country of origin.",601.2,,41521,2021,41521_2021_14716,601.2,security,humanitarian,0
POC und Menschen mit Migrationsgeschichte haben Anspruch auf diskrimminierungs- und gewaltfreie Behandlung.,POC and people with a migration history are entitled to treatment free of discrimination and violence.,503,,41223,2021,41223_2021_37396,503,humanitarian,humanitarian,1
"Unverzügliche Rückführung ausländischer Gefährder, Extremisten und Schwerkrimineller entweder in ihre Herkunftsländer oder in aufnahmebereite Drittstaaten","Immediate repatriation of foreign nationals at risk, Extremists and serious criminals either to their countries of origin or to third countries willing to accept them",605.1,,41953,2025,41953_2025_1285,605.1,security,security,1
"Wenn dies nicht freiwillig geschieht, muss die Ausreisepflicht staatlich durchgesetzt werden.","If this does not happen voluntarily, the obligation to leave must be enforced by the state.",601.2,,41521,2025,41521_2025_86152,601.2,security,security,1
Zugewanderten Antisemitismus bekämpfen.,Combating immigrant anti-Semitism.,605.1,,41521,2025,41521_2025_86240,605.1,security,security,1
"Bereits heute zeigt sich dies an den Zahlen der Bundesagentur für Arbeit: Von rund 4 Millionen erwerbsfähigen Bürgergeld-Beziehern haben über 2,5 Millionen – fast zwei Drittel – einen Migrationshintergrund.","This can already be seen today in the figures from the Federal Employment Agency: of around 4 million employable recipients of citizens' benefits, over 2.5 million - almost two thirds - have a migration background.",601.2,,41953,2025,41953_2025_1347,601.2,economic,economic,1
"Die Erfolge tragen die grüne Handschrift: Atomausstieg und Erneuerbare Energien, Ökologische Steuerreform, Verbraucherschutz und neue Landwirtschaftspolitik, Aufbruch beim Staatsbürgerschaftsrecht, Ausbau der Kinderbetreuung, Eingetragene Lebenspartnerschaft, das Gewaltschutzgesetz und eine profilierte Europa- und Außenpolitik.","The successes bear the Green signature: Nuclear phase-out and renewable energies, ecological tax reform, consumer protection and new agricultural policy, a new departure in citizenship law, expansion of childcare, registered civil partnership, the Protection Against Violence Act and a high-profile European and foreign policy.",305.0,,41113,2009,41113_2009_3109,305,economic,economic,1
"Deutsche, welche aus rechtlichen Gründen ihre zweite Staatsbürgerschaft nicht ablegen können, müssen ihre deutsche Staatsbürgerschaft behalten können.",Germans who cannot renounce their second citizenship for legal reasons must be able to keep their German citizenship.,607.2,,41420,2017,41420_2017_12751,607.2,cultural,cultural,1
"Geflüchtete Frauen erleben häufig sexualisierte Gewalt, nicht nur im Herkunftsland und auf der Flucht, sondern auch im Zufluchtsland.","Refugee women often experience sexualized violence, not only in their country of origin and during their flight, but also in their country of refuge.",201.2,,41223,2021,41223_2021_39698,201.2,humanitarian,humanitarian,1
"Wir führen die Zuständigkeiten für Heimatvertriebene, Aussiedler und Spätaussiedler sowie deutsche Minderheiten wieder im Bundesinnenministerium zusammen","We are reuniting the responsibilities for displaced persons, ethnic German repatriates, ethnic German resettlers and German minorities in the Federal Ministry of the Interior",303,,41521,2025,41521_2025_86693,303,cultural,cultural,1
"Wir wollen mit besonderen Förderprogrammen und Modellprojekten dazu beitragen, dass die Position von Migrantinnen und Migranten im Erwerbsleben besser wird.",We want to use special support programs and model projects to help improve the position of migrants in working life.,607.0,,41320,2009,41320_2009_55241,607,economic,economic,1
Flüchtlinge müssen menschenwürdig untergebracht werden,Refugees must be housed in humane conditions,201.0,,41221,1998,41221_1998_104340,201,humanitarian,humanitarian,1
• geschlechtsspezifische Fluchtursachen als Asylgrund umfassend anerkennen:,- fully recognize gender-specific causes of flight as grounds for asylum:,201.0,,41223,2009,41223_2009_74050,201,humanitarian,humanitarian,1
Erleichterte Einbürgerung dient der Integration,Facilitated naturalization serves integration,705.0,,41113,1998,41113_1998_8484,705,cultural,cultural,1
"Für das Miteinander stärken wir die Integrations- und Sprachkurse für alle zugewanderten Menschen in Deutschland, zu denen sie – ungeachtet ihrer Staatsangehörigkeit und ihres Aufenthaltsstatus – von Tag eins an Zugang haben sollen.","For the sake of togetherness, we are strengthening integration and language courses for all immigrants in Germany, to which they should have access from day one - regardless of their nationality and residence status.",607.2,,41320,2021,41320_2021_64140,607.2,cultural,cultural,1
"Eine vorübergehende Lösung kann deshalb auch bedeuten, dass sich nur einzelne Staaten innerhalb der EU im Sinne einer offenen Flüchtlingspolitik koordinieren – aber eine dauerhafte Lösung ist das nicht.",A temporary solution can therefore also mean that only individual states within the EU coordinate in terms of an open refugee policy - but this is not a permanent solution.,108,,41113,2017,41113_2017_57833,108,neutral,neutral,1
"Wir sind uns der aktuellen Herausforderungen, insbesondere der Belastung der Kommunen durch die Aufnahme von Geflüchteten, sehr bewusst.","We are very aware of the current challenges, in particular the burden placed on local authorities by taking in refugees.",301,,41912,2025,41912_2025_24068,301,economic,economic,1
"Wir wollen sichere, legale Einreisemöglichkeiten in die EU.","We want safe, legal entry into the EU.",201.2,,41223,2025,41223_2025_72448,201.2,security,security,1
"Darüber hinaus spricht sich die F.D.P. dafür aus, sowohl die teils menschenunwürdigen Modalitäten der Abschiebehaft als auch den Umgang mit unbegleiteten minderjährigen Flüchtlingen in geeigneter Form zu verbessern","Furthermore, the F.D.P. is infavor of improving in an appropriate form both the partly inhumane modalities of detention pending deportation and the handling of unaccompanied minor refugees",201.0,,41420,1998,41420_1998_51666,201,security,humanitarian,0
"Ein pandemiebedingter Verlust von Arbeits-, Ausbildungs- oder Studienplätzen darf nicht zu aufenthaltsrechtlichen Nachteilen führen.","A pandemic-related loss of employment, training or study places must not lead to disadvantages under residence law.",602.2,,41113,2021,41113_2021_93374,602.2,economic,economic,1
Zuwanderung besser steuern und kontrollieren,Better manage and control immigration,,,41420,1998,41420_1998_51643,,security,security,1
"Wer in Deutschland geboren wird, soll die deutsche Staatsbürgerschaft erhalten, wenn ein Elternteil rechtmäßig seinen gewöhnlichen Aufenthalt in Deutschland hat.",Those born in Germany are to be granted German citizenship if one of their parents is a legal habitual resident of Germany.,607.2,,41113,2021,41113_2021_93325,607.2,cultural,cultural,1
Und Anreize für bereits hier lebende Migrantinnen und Migranten.,And incentives for migrants already living here.,608.0,,41320,2002,41320_2002_106409,608,economic,economic,1
Wir wollen die Aufnahme von besonders gefährdeten Aktivistinnen durch humanitäre Visa und beschleunigte Verfahren weiter unterstützen,We want to continue to support the admission of particularly vulnerable activists through humanitarian visas and accelerated procedures,201.2,,41113,2025,41113_2025_20636,201.2,humanitarian,humanitarian,1
"Wenn der Fluchtgrund entfällt – wie aktuell in Syrien –, endet der Schutzanspruch, der zeitlich begrenzt ist und keinesfalls eine Anwartschaft auf eine dauerhafte Einwanderung begründet.","If the reason for fleeing no longer applies - as is currently the case in Syria - the entitlement to protection ends, which is limited in time and in no way establishes an entitlement to permanent immigration.",601.2,,41953,2025,41953_2025_1197,601.2,humanitarian,security,0
"Menschen, die vor Menschenrechtsverletzungen, Kriegen und politischer Verfolgung geflohen sind, dürfen nicht abgewiesen oder abgeschoben werden.","People who have fled human rights abuses, wars and political persecution must not be turned away or deported.",201.0,,41223,2009,41223_2009_73502,201,humanitarian,humanitarian,1
"Wir wenden uns gegen Ausnahmen beim Mindestlohn und wollen Asylbewerber und Geflüchtete schnell, aber fair in den Arbeitsmarkt integrieren.",We oppose exceptions to the minimum wage and want to integrate asylum seekers and refugees into the labor market quickly but fairly.,607.2,,41223,2017,41223_2017_80982,607.2,economic,economic,1
Grenzkontrollen mit Zurückweisungen verbinden.,Combine border controls with refoulement.,601.2,,41521,2025,41521_2025_86128,601.2,security,security,1
"Und so können wir die Integration der geflüchteten Menschen besser vorbereiten, steuern und ordnen.","And in this way we can better prepare, manage and order the integration of the refugees.",305.3,,41320,2017,41320_2017_10819,305.3,cultural,security,0
die Möglichkeit doppelter Staatsbürgerschaft,the possibility of dual citizenship,705.0,,41221,1998,41221_1998_104315,705,neutral,neutral,1
"Wir wollen, dass die Bundesregierung die Beschränkung der Arbeitnehmerfreizügigkeit innerhalb der EU sofort beendet.",We want the German government to immediately end restrictions on the free movement of workers within the EU.,108.0,,41113,2009,41113_2009_3464,108,economic,economic,1
"Wir halten diesen menschenunwürdigen Zustand für nicht länger hinnehmbar und setzen uns dafür ein, Asylsuchenden ein Leben in Freiheit und Selbstbestimmung, ohne Kontrolle, Misstrauen und Isolation zu ermöglichen.","We consider this inhumane state of affairs to be no longer acceptable and are committed to enabling asylum seekers to live in freedom and self-determination, without control, mistrust and isolation.",201.0,,41952,2013,41952_2013_88195,201,humanitarian,humanitarian,1
Zusätzlich wollen wir Arbeitsgelegenheiten für Totalverweigerer einführen.,"In addition, we want to introduce work opportunities for total refuseniks.",505,,41420,2025,41420_2025_41982,505,cultural,cultural,1
Außerdem werden wir uns mit Nachdruck um die Verbesserung der Qualifikation von Migrantinnen und Migranten einschließlich der Sprachförderung und der Anerkennung ihrer ausländischen Qualifizierungen kümmern.,"We will also work hard to improve the qualifications of migrants, including language support and recognition of their foreign qualifications.",607.0,,41320,2009,41320_2009_54634,607,economic,economic,1
Wir wollen die Einführung eines elektronischen Visumverfahrens als Ausgleichsmaßnahme für Lockerungen bei der Visapflicht prüfen.,We want to examine the introduction of an electronic visa procedure as a compensatory measure for relaxations in visa requirements.,303.0,,41521,2013,41521_2013_77135,303,security,neutral,0
Die Anerkennung von ausländischen Berufsabschlüssen und die Visavergabe sollen vereinfacht werden.,The recognition of foreign professional qualifications and the issuance of visas are to be simplified.,602.2,,41113,2021,41113_2021_92921,602.2,economic,economic,1
"Nicht Qualifizierung und Weiterbildung vor Zuwanderung, sondern Qualifizierung und Weiterbildung plus Zuwanderung ist die richtige Lösung.","Not qualification and further training before immigration, but qualification and further training plus immigration is the right solution.",607.0,,41420,2002,41420_2002_101167,607,economic,neutral,0
Unser Ziel bleibt darum eine Mehrheit für die Wiederherstellung des Grundrechts auf Asyl,Our goal therefore remains a majority for the restoration of the fundamental right to asylum,201.0,,41113,1998,41113_1998_8437,201,humanitarian,humanitarian,1
Wir wollen den Betroffenen aufenthaltsrechtlichen Schutz,We want to provide those affected with protection under residence law,705.0,,41113,2009,41113_2009_5449,705,humanitarian,humanitarian,1
"Die Pläne, de facto-Flüchtlingen sämtliche soziale Leistungen zu streichen, lehnen wir strikt ab",We strictly reject the plans to cut all social benefits for de facto refugees,504.0,,41113,1998,41113_1998_8464,504,humanitarian,humanitarian,1
3. Für eine menschenrechtliche und solidarische europäische Flüchtlingspolitik,3. for a European refugee policy based on human rights and solidarity,H,,41113,2017,41113_2017_57819,H,humanitarian,humanitarian,1
"Menschen, die sich gut eingelebt haben und ihren gesellschaftlichen Beitrag leisten, dürfen nicht einfach abgeschoben werden.",People who have settled in well and are making a contribution to society must not simply be deported.,602.2,,41912,2025,41912_2025_24146,602.2,economic,economic,1
"Ein Asylantrag kann meist nur in dem Land gestellt werden, in dem die Außengrenzen der EU überschritten wurden.",An asylum application can usually only be filed in the country where the external borders of the EU have been crossed.,705.0,,41223,2013,41223_2013_96070,705,security,security,1
DIE LINKE tritt für eine humane Asylpolitik ein.,DIE LINKE advocates a humane asylum policy.,201.0,,41223,2009,41223_2009_74046,201,humanitarian,humanitarian,1
"Um das Innovationssystem im internationalen Maßstab auszubauen, müssen die besten wissenschaftlichen Talente mit Innovationsorientierung gezielt gefördert werden.","In order to expand the innovation system on an international scale, the best scientific talent with an innovation orientation must be specifically promoted.",411,,41521,2021,41521_2021_16987,411,economic,economic,1
Wichtigste Einbürgerungsvoraussetzungen sind Beherrschung der deutschen Sprache und das Bekenntnis zu unserem Grund­gesetz,The most important requirements for naturalization are a command of the German language and a commitment to our Basic Law,203.0,,41521,1998,41521_1998_99635,203,cultural,cultural,1
Wir fordern die nationale Souveränität bei jeder Form der Zuwanderung.,We demand national sovereignty in any form of immigration.,601.1,,41953,2017,41953_2017_45637,601.1,cultural,cultural,1
"Mit dem rot-grünen Zuwanderungsgesetz wurde die Duldung zwar nicht gänzlich abgeschafft, aber für Geduldete der erste Schritt für den Übergang in einen gesicherten humanitären Aufenthalt gemacht.","The Red-Green Immigration Act did not abolish toleration altogether, but it was the first step towards a secure humanitarian residence for tolerated persons.",201.0,,41320,2009,41320_2009_55255,201,humanitarian,culutral,0
